structure,DFT-mod_SPE,DFT-mod_ForceRMS,DFT-mod_ForceMax,DFT-mod_G,DFT-mod_EHOMO,DFT-mod_ELUMO,DFT-mod_Gap,DFT-mod_charge_1,DFT-mod_charge_2,DFT-mod_charge_7,DFT-mod_charge_12,DFT-mod_charge_13,DFT-mod_charge_14,DFT-mod_charge_77,DFT-mod-gau-sp_SPE,DFT-mod-gau-sp_ForceRMS,DFT-mod-gau-sp_ForceMax,DFT-mod-gau-sp_G,DFT-mod-gau-sp_EHOMO,DFT-mod-gau-sp_ELUMO,DFT-mod-gau-sp_Gap,DFT-mod-gau-sp_charge_1,DFT-mod-gau-sp_charge_2,DFT-mod-gau-sp_charge_7,DFT-mod-gau-sp_charge_12,DFT-mod-gau-sp_charge_13,DFT-mod-gau-sp_charge_14,DFT-mod-gau-sp_charge_77,gauxtb-mod_SPE,gauxtb-mod_ForceRMS,gauxtb-mod_ForceMax,gauxtb-mod_G,gauxtb-mod_EHOMO,gauxtb-mod_ELUMO,gauxtb-mod_Gap,gauxtb-mod_charge_1,gauxtb-mod_charge_2,gauxtb-mod_charge_7,gauxtb-mod_charge_12,gauxtb-mod_charge_13,gauxtb-mod_charge_14,gauxtb-mod_charge_77,gauxtb-mod-gau-sp_SPE,gauxtb-mod-gau-sp_ForceRMS,gauxtb-mod-gau-sp_ForceMax,gauxtb-mod-gau-sp_G,gauxtb-mod-gau-sp_EHOMO,gauxtb-mod-gau-sp_ELUMO,gauxtb-mod-gau-sp_Gap,gauxtb-mod-gau-sp_charge_1,gauxtb-mod-gau-sp_charge_2,gauxtb-mod-gau-sp_charge_7,gauxtb-mod-gau-sp_charge_12,gauxtb-mod-gau-sp_charge_13,gauxtb-mod-gau-sp_charge_14,gauxtb-mod-gau-sp_charge_77,xtb-fixmod-gau-sp_SPE,xtb-fixmod-gau-sp_ForceRMS,xtb-fixmod-gau-sp_ForceMax,xtb-fixmod-gau-sp_G,xtb-fixmod-gau-sp_EHOMO,xtb-fixmod-gau-sp_ELUMO,xtb-fixmod-gau-sp_Gap,xtb-fixmod-gau-sp_charge_1,xtb-fixmod-gau-sp_charge_2,xtb-fixmod-gau-sp_charge_7,xtb-fixmod-gau-sp_charge_12,xtb-fixmod-gau-sp_charge_13,xtb-fixmod-gau-sp_charge_14,xtb-fixmod-gau-sp_charge_77,xtb-mod-gau-sp_SPE,xtb-mod-gau-sp_ForceRMS,xtb-mod-gau-sp_ForceMax,xtb-mod-gau-sp_G,xtb-mod-gau-sp_EHOMO,xtb-mod-gau-sp_ELUMO,xtb-mod-gau-sp_Gap,xtb-mod-gau-sp_charge_1,xtb-mod-gau-sp_charge_2,xtb-mod-gau-sp_charge_7,xtb-mod-gau-sp_charge_12,xtb-mod-gau-sp_charge_13,xtb-mod-gau-sp_charge_14,xtb-mod-gau-sp_charge_77,xtb-mod_SPE,xtb-mod_Grad,xtb-mod_Gap,xtb-mod_ELUMO,xtb-mod_EHOMO,xtb-mod_charge_1,xtb-mod_charge_2,xtb-mod_charge_7,xtb-mod_charge_12,xtb-mod_charge_13,xtb-mod_charge_14,xtb-mod_charge_77,xtb-fixmod_SPE,xtb-fixmod_Grad,xtb-fixmod_Gap,xtb-fixmod_ELUMO,xtb-fixmod_EHOMO,xtb-fixmod_charge_1,xtb-fixmod_charge_2,xtb-fixmod_charge_7,xtb-fixmod_charge_12,xtb-fixmod_charge_13,xtb-fixmod_charge_14,xtb-fixmod_charge_77,xtb-mod-xtb-sp_SPE,xtb-mod-xtb-sp_Grad,xtb-mod-xtb-sp_Gap,xtb-mod-xtb-sp_ELUMO,xtb-mod-xtb-sp_EHOMO,xtb-mod-xtb-sp_charge_1,xtb-mod-xtb-sp_charge_2,xtb-mod-xtb-sp_charge_7,xtb-mod-xtb-sp_charge_12,xtb-mod-xtb-sp_charge_13,xtb-mod-xtb-sp_charge_14,xtb-mod-xtb-sp_charge_77,xtb-fixmod-xtb-sp_SPE,xtb-fixmod-xtb-sp_Grad,xtb-fixmod-xtb-sp_Gap,xtb-fixmod-xtb-sp_ELUMO,xtb-fixmod-xtb-sp_EHOMO,xtb-fixmod-xtb-sp_charge_1,xtb-fixmod-xtb-sp_charge_2,xtb-fixmod-xtb-sp_charge_7,xtb-fixmod-xtb-sp_charge_12,xtb-fixmod-xtb-sp_charge_13,xtb-fixmod-xtb-sp_charge_14,xtb-fixmod-xtb-sp_charge_77
Xu23-7a-2a-minor,-3480.819978,0.000001,0.000009,0.000000,-0.185757,-0.025915,-0.159842,-0.326983,0.702976,0.257564,-0.562327,0.028110,-0.564712,0.141336,-3480.819978,0.000041,0.000474,0.000000,-0.185757,-0.025915,-0.159842,-0.326983,0.702976,0.257564,-0.562327,0.028110,-0.564712,0.141337,-197.431207,0.000002,0.000024,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3480.798243,0.004810,0.036620,0.000000,-0.186335,-0.028118,-0.158217,-0.370066,0.666455,0.217411,-0.543590,0.023861,-0.564616,0.138439,-3480.797428,0.004834,0.038632,0.000000,-0.187152,-0.026434,-0.160718,-0.361766,0.691952,0.231480,-0.550472,0.027321,-0.559183,0.134924,-3480.798032,0.004811,0.036706,0.000000,-0.186173,-0.027880,-0.158293,-0.370726,0.667661,0.217545,-0.543763,0.024780,-0.565023,0.136680,-197.431184,0.000375,2.033221,-6.6925,-8.7257,-0.456275,0.127057,0.108837,-0.419625,0.076749,-0.072918,-0.016383,-197.427750,0.000585,2.006088,-6.6932,-8.6993,-0.437306,0.131536,0.110595,-0.419619,0.080224,-0.075997,-0.016031,-197.431225,0.016530,2.033234,-6.6925,-8.7257,-0.456275,0.127062,0.108837,-0.419630,0.076748,-0.072911,-0.016380,-197.427750,0.022383,2.006098,-6.6932,-8.6993,-0.437307,0.131541,0.110594,-0.419620,0.080223,-0.075991,-0.016029
Xu24-7a-2a-major,-3633.074294,0.000002,0.000016,0.000000,-0.187455,-0.025076,-0.162379,-0.251851,0.620964,0.239535,-0.567246,0.024413,-0.558395,0.133879,-3633.074294,0.000092,0.001277,0.000000,-0.187455,-0.025076,-0.162379,-0.251851,0.620965,0.239535,-0.567245,0.024412,-0.558396,0.133879,-205.982252,0.000005,0.000056,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3633.051064,0.004999,0.046743,0.000000,-0.183980,-0.026296,-0.157684,-0.363195,0.619678,0.233309,-0.552226,0.018654,-0.547725,0.140384,-1.000000,0.004952,0.047967,0.000000,-0.187909,-0.031574,-0.156335,-0.328232,0.623864,0.259415,-0.560447,0.014342,-0.556386,0.120175,-3633.051359,0.005000,0.047255,0.000000,-0.183660,-0.026330,-0.157329,-0.365015,0.618587,0.235534,-0.552055,0.019153,-0.548457,0.139127,-205.982240,0.000631,2.110417,-6.5998,-8.7102,-0.477153,0.118070,0.114858,-0.417295,0.073729,-0.073582,-0.015721,-205.974007,0.000513,2.149959,-6.6830,-8.8330,-0.461050,0.132847,0.115989,-0.424813,0.069258,-0.073309,-0.015709,-205.982277,0.015768,2.110362,-6.5998,-8.7102,-0.477167,0.118064,0.114860,-0.417293,0.073739,-0.073587,-0.015725,-205.974007,0.021851,2.149938,-6.6830,-8.8330,-0.461055,0.132847,0.115989,-0.424812,0.069269,-0.073317,-0.015711
Xu24-7a-2a-minor,-3633.074645,0.000002,0.000020,0.000000,-0.185667,-0.026931,-0.158735,-0.328302,0.708174,0.258813,-0.562168,0.028416,-0.564541,0.141035,-3633.074645,0.000050,0.000558,0.000000,-0.185667,-0.026931,-0.158735,-0.328303,0.708174,0.258813,-0.562168,0.028416,-0.564541,0.141035,-205.977581,0.000002,0.000026,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3633.052544,0.004673,0.036728,0.000000,-0.186319,-0.028104,-0.158215,-0.371098,0.672130,0.218950,-0.543627,0.023893,-0.564552,0.137888,-3633.051852,0.004701,0.038922,0.000000,-0.187280,-0.026116,-0.161163,-0.362492,0.697418,0.233228,-0.550735,0.027515,-0.557705,0.133591,-3633.052449,0.004674,0.036584,0.000000,-0.186264,-0.027898,-0.158365,-0.371999,0.673707,0.219239,-0.543903,0.024602,-0.564775,0.136352,-205.977570,0.000625,2.012776,-6.7187,-8.7315,-0.455231,0.125019,0.108884,-0.419591,0.076872,-0.072772,-0.016222,-205.973647,0.000685,1.973449,-6.7213,-8.6947,-0.434308,0.130114,0.111128,-0.419095,0.080342,-0.076339,-0.015779,-205.977611,0.016528,2.012783,-6.7187,-8.7315,-0.455229,0.125023,0.108884,-0.419594,0.076873,-0.072766,-0.016220,-205.973647,0.022630,1.973356,-6.7213,-8.6947,-0.434308,0.130119,0.111129,-0.419094,0.080358,-0.076352,-0.015787
Xu25-7a-2a-major,-3397.462597,0.000003,0.000025,0.000000,-0.189653,-0.027151,-0.162503,-0.219658,0.615360,0.231313,-0.576589,0.027716,-0.560714,0.190960,-3397.462597,0.000170,0.002169,0.000000,-0.189653,-0.027151,-0.162502,-0.219659,0.615360,0.231313,-0.576590,0.027715,-0.560714,0.190960,-186.987907,0.000004,0.000035,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3397.437590,0.005226,0.041026,0.000000,-0.186363,-0.028242,-0.158121,-0.340866,0.623257,0.194014,-0.557325,0.017590,-0.545703,0.189251,-3397.443640,0.005104,0.043950,0.000000,-0.189832,-0.030517,-0.159316,-0.279685,0.615610,0.235824,-0.565585,0.019529,-0.556704,0.189240,-3397.441644,0.005114,0.041280,0.000000,-0.188541,-0.029986,-0.158555,-0.294897,0.620907,0.201574,-0.559323,0.025746,-0.556215,0.189368,-186.985570,0.000486,2.174147,-6.6070,-8.7811,-0.473837,0.116949,0.128113,-0.414027,0.073133,-0.073792,0.024919,-186.982684,0.000523,2.161134,-6.6504,-8.8115,-0.461163,0.125264,0.122506,-0.417892,0.070953,-0.074532,0.024689,-186.985629,0.019857,2.174100,-6.6070,-8.7811,-0.473838,0.116952,0.128113,-0.414029,0.073132,-0.073787,0.024917,-186.982684,0.021939,2.161110,-6.6504,-8.8115,-0.461164,0.125266,0.122505,-0.417893,0.070952,-0.074531,0.024687
Xu25-7a-2a-minor,-3397.458929,0.000002,0.000022,0.000000,-0.186389,-0.027239,-0.159150,-0.324386,0.711434,0.252200,-0.565509,0.030483,-0.566104,0.187193,-3397.458929,0.000074,0.000916,0.000000,-0.186389,-0.027239,-0.159150,-0.324386,0.711434,0.252200,-0.565509,0.030484,-0.566104,0.187193,-186.980570,0.000003,0.000033,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3397.435073,0.004894,0.037899,0.000000,-0.186574,-0.026816,-0.159758,-0.404767,0.711662,0.226574,-0.548879,0.023275,-0.560002,0.184780,-3397.435367,0.004927,0.039294,0.000000,-0.186985,-0.026966,-0.160020,-0.393592,0.699674,0.230713,-0.550604,0.027910,-0.559495,0.185210,-3397.435008,0.004899,0.037895,0.000000,-0.186555,-0.026747,-0.159808,-0.404422,0.712966,0.226032,-0.548631,0.024006,-0.560779,0.184968,-186.980596,0.000385,2.069628,-6.6600,-8.7296,-0.444292,0.127635,0.123895,-0.418209,0.080661,-0.073205,0.023831,-186.978409,0.000713,1.961127,-6.7442,-8.7053,-0.440995,0.133128,0.121802,-0.418699,0.080485,-0.074929,0.024154,-186.980644,0.017766,2.069633,-6.6600,-8.7296,-0.444292,0.127640,0.123895,-0.418212,0.080662,-0.073202,0.023828,-186.978409,0.020003,1.961146,-6.7442,-8.7053,-0.440997,0.133134,0.121801,-0.418701,0.080486,-0.074928,0.024152
Xu26-7a-2a-major,-3012.805685,0.000001,0.000009,0.000000,-0.189347,-0.034533,-0.154814,-0.342455,0.699155,0.253508,-0.557651,0.029405,-0.558100,-0.300691,-3012.805685,0.000209,0.002119,0.000000,-0.189347,-0.034533,-0.154814,-0.342456,0.699155,0.253508,-0.557650,0.029405,-0.558100,-0.300691,-160.907699,0.000001,0.000010,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3012.779760,0.005368,0.040421,0.000000,-0.188926,-0.034014,-0.154912,-0.294855,0.599555,0.186204,-0.553314,0.014813,-0.549465,-0.297386,-3012.783870,0.005215,0.041752,0.000000,-0.188988,-0.033729,-0.155259,-0.220026,0.604468,0.221890,-0.560292,0.018928,-0.563559,-0.297372,-3012.779587,0.005360,0.041371,0.000000,-0.187907,-0.034039,-0.153868,-0.294558,0.597258,0.191081,-0.553664,0.015899,-0.549613,-0.297321,-160.907640,0.000271,1.786159,-7.0579,-8.8440,-0.474896,0.086693,0.129562,-0.412080,0.074925,-0.072735,0.041917,-160.902894,0.000602,1.853081,-7.0525,-8.9056,-0.448331,0.096329,0.124085,-0.412918,0.072777,-0.076226,0.042056,-160.907683,0.017122,1.786122,-7.0579,-8.8440,-0.474894,0.086696,0.129561,-0.412082,0.074925,-0.072731,0.041917,-160.902894,0.022273,1.853053,-7.0525,-8.9056,-0.448328,0.096331,0.124085,-0.412919,0.072777,-0.076224,0.042057
Xu26-7a-2a-minor,-3012.801592,0.000002,0.000014,0.000000,-0.187759,-0.036650,-0.151109,-0.230186,0.659249,0.245755,-0.558357,0.034586,-0.578920,-0.301350,-3012.801592,0.000271,0.003151,0.000000,-0.187759,-0.036650,-0.151109,-0.230187,0.659250,0.245755,-0.558357,0.034586,-0.578921,-0.301350,-160.902424,0.000003,0.000016,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3012.778316,0.005056,0.035897,0.000000,-0.191576,-0.036651,-0.154925,-0.322232,0.668611,0.211526,-0.550659,0.030879,-0.563035,-0.297514,-3012.778316,0.005004,0.038923,0.000000,-0.189288,-0.034789,-0.154500,-0.337641,0.643996,0.230019,-0.544599,0.027726,-0.558835,-0.297139,-3012.777617,0.005055,0.036405,0.000000,-0.191426,-0.036594,-0.154832,-0.323822,0.665697,0.204306,-0.549550,0.030834,-0.563471,-0.297643,-160.902460,0.000299,1.860615,-7.0765,-8.9371,-0.440776,0.102043,0.133897,-0.407539,0.081320,-0.072127,0.041403,-160.899109,0.000475,1.788841,-7.0888,-8.8776,-0.420338,0.107596,0.114742,-0.411574,0.080886,-0.074522,0.041561,-160.902535,0.022807,1.860559,-7.0765,-8.9371,-0.440775,0.102045,0.133900,-0.407547,0.081324,-0.072120,0.041404,-160.899109,0.019781,1.788791,-7.0888,-8.8776,-0.420337,0.107602,0.114741,-0.411573,0.080889,-0.074523,0.041562
Xu27-7a-2a-major,-3090.103505,0.000002,0.000018,0.000000,-0.188451,-0.037347,-0.151104,-0.216183,0.630323,0.228611,-0.572253,0.022969,-0.565155,0.223712,-3090.103505,0.000183,0.002463,0.000000,-0.188451,-0.037347,-0.151104,-0.216183,0.630323,0.228611,-0.572253,0.022969,-0.565155,0.223712,-166.178630,0.000002,0.000019,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3090.078650,0.005371,0.040370,0.000000,-0.189174,-0.035383,-0.153792,-0.306013,0.608217,0.171569,-0.556056,0.014127,-0.546566,0.243355,-3090.083078,0.005198,0.042765,0.000000,-0.188781,-0.035087,-0.153694,-0.229861,0.604096,0.220611,-0.565404,0.018636,-0.564042,0.237362,-3090.078961,0.005318,0.042529,0.000000,-0.187747,-0.035300,-0.152446,-0.301725,0.595983,0.191634,-0.557870,0.014881,-0.548007,0.244919,-166.178434,0.000813,1.760347,-7.0873,-8.8477,-0.473091,0.087286,0.130185,-0.413748,0.074936,-0.072094,0.051590,-166.173926,0.000657,1.835409,-7.0790,-8.9144,-0.446670,0.097211,0.124189,-0.415178,0.072494,-0.074971,0.049895,-166.178478,0.017182,1.760321,-7.0873,-8.8476,-0.473089,0.087289,0.130184,-0.413751,0.074944,-0.072097,0.051593,-166.173926,0.021288,1.835390,-7.0790,-8.9144,-0.446666,0.097214,0.124188,-0.415179,0.072501,-0.074975,0.049898
Xu27-7a-2a-minor,-3090.101865,0.000004,0.000062,0.000000,-0.187426,-0.038168,-0.149257,-0.235501,0.657806,0.245757,-0.557885,0.034614,-0.579738,0.216686,-3090.101865,0.000246,0.002911,0.000000,-0.187426,-0.038168,-0.149257,-0.235502,0.657806,0.245757,-0.557884,0.034614,-0.579738,0.216686,-166.172490,0.000004,0.000034,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3090.075586,0.005070,0.035985,0.000000,-0.190852,-0.037124,-0.153728,-0.336311,0.665993,0.209087,-0.549827,0.031183,-0.563645,0.223741,-3090.075884,0.005049,0.040095,0.000000,-0.189781,-0.036465,-0.153316,-0.328881,0.647533,0.225822,-0.550384,0.028464,-0.560740,0.229108,-3090.075612,0.005072,0.035890,0.000000,-0.190856,-0.037042,-0.153814,-0.336631,0.665084,0.206792,-0.549121,0.031697,-0.564683,0.223983,-166.172547,0.000427,1.819113,-7.1175,-8.9366,-0.438445,0.101890,0.135536,-0.407739,0.081173,-0.072089,0.042127,-166.168094,0.000415,1.752915,-7.1296,-8.8825,-0.416779,0.106588,0.121209,-0.412170,0.081112,-0.073583,0.045232,-166.172621,0.022635,1.819067,-7.1175,-8.9366,-0.438444,0.101892,0.135538,-0.407745,0.081185,-0.072091,0.042130,-166.168094,0.021609,1.752876,-7.1296,-8.8825,-0.416777,0.106593,0.121208,-0.412171,0.081120,-0.073589,0.045235
Xu28-7a-2a-major,-3243.600123,0.000001,0.000016,0.000000,-0.188033,-0.035528,-0.152505,-0.233820,0.641098,0.229250,-0.572243,0.028799,-0.565594,0.222010,-3243.600123,0.000157,0.001987,0.000000,-0.188033,-0.035528,-0.152505,-0.233820,0.641098,0.229250,-0.572244,0.028799,-0.565594,0.222010,-175.785376,0.000002,0.000011,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3243.571409,0.005157,0.043741,0.000000,-0.189094,-0.035771,-0.153323,-0.308903,0.606209,0.177319,-0.561162,0.014718,-0.545561,0.245922,-3243.574415,0.005013,0.046027,0.000000,-0.189096,-0.035973,-0.153122,-0.236883,0.602886,0.217186,-0.570353,0.020032,-0.564084,0.240905,-3243.571653,0.005141,0.045368,0.000000,-0.187931,-0.035640,-0.152290,-0.302680,0.598299,0.187643,-0.562252,0.016417,-0.547520,0.244606,-175.785276,0.000556,1.748935,-7.1118,-8.8608,-0.470844,0.088042,0.130491,-0.415258,0.075618,-0.071373,0.051824,-175.780545,0.000584,1.822103,-7.1122,-8.9343,-0.447716,0.097620,0.123769,-0.417579,0.073008,-0.074179,0.051907,-175.785317,0.017039,1.748906,-7.1118,-8.8608,-0.470842,0.088046,0.130488,-0.415262,0.075619,-0.071371,0.051827,-175.780545,0.020737,1.822083,-7.1122,-8.9343,-0.447714,0.097624,0.123768,-0.417580,0.073007,-0.074180,0.051910
Xu28-7a-2a-minor,-3243.597680,0.000003,0.000029,0.000000,-0.186401,-0.036495,-0.149906,-0.235971,0.657214,0.248470,-0.557335,0.034028,-0.581030,0.216343,-3243.597680,0.000191,0.002209,0.000000,-0.186401,-0.036495,-0.149906,-0.235970,0.657214,0.248470,-0.557335,0.034028,-0.581030,0.216343,-175.794713,0.000002,0.000013,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3243.572500,0.004959,0.048927,0.000000,-0.191254,-0.041585,-0.149669,-0.302333,0.658686,0.241533,-0.554797,0.031736,-0.545709,0.206255,-3243.560289,0.004872,0.040817,0.000000,-0.190641,-0.038246,-0.152395,-0.283040,0.626031,0.206427,-0.558303,0.027650,-0.559957,0.227398,-3243.565523,0.004938,0.035675,0.000000,-0.191928,-0.037683,-0.154244,-0.337891,0.662347,0.220449,-0.549328,0.032514,-0.563763,0.223379,-175.778258,0.000809,1.771305,-7.1700,-8.9413,-0.442195,0.102385,0.134213,-0.407963,0.081203,-0.071394,0.041723,-175.772505,0.000506,1.719997,-7.1577,-8.8777,-0.421315,0.100851,0.130088,-0.413345,0.082617,-0.071866,0.044876,-175.778336,0.022969,1.771257,-7.1701,-8.9413,-0.442191,0.102389,0.134213,-0.407968,0.081205,-0.071386,0.041726,-175.772505,0.027488,1.719949,-7.1577,-8.8777,-0.421313,0.100858,0.130087,-0.413351,0.082621,-0.071859,0.044880
Xu29-7a-2a-major,-3532.797922,0.000003,0.000016,0.000000,-0.189668,-0.037109,-0.152559,-0.177828,0.598478,0.240920,-0.586004,0.027564,-0.561620,-0.105810,-3532.797922,0.000043,0.000494,0.000000,-0.189668,-0.037109,-0.152559,-0.177827,0.598478,0.240920,-0.586004,0.027564,-0.561620,-0.105811,-183.022285,0.000001,0.000016,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3532.777061,0.005500,0.047218,0.000000,-0.190357,-0.037410,-0.152946,-0.294629,0.597013,0.203049,-0.570156,0.015752,-0.550916,-0.107545,-3532.781144,0.005367,0.046994,0.000000,-0.191676,-0.037546,-0.154130,-0.253855,0.600035,0.221265,-0.574036,0.020513,-0.558263,-0.107202,-3532.777239,0.005502,0.047401,0.000000,-0.190759,-0.037602,-0.153157,-0.298269,0.597935,0.204303,-0.570368,0.016295,-0.550982,-0.106407,-183.022286,0.000607,1.272298,-7.8510,-9.1233,-0.475492,0.095151,0.137608,-0.427163,0.074804,-0.072763,-0.019606,-183.019023,0.000512,1.321391,-7.8451,-9.1665,-0.457130,0.098873,0.135322,-0.429137,0.073207,-0.074537,-0.019645,-183.022326,0.016503,1.272227,-7.8510,-9.1232,-0.475494,0.095148,0.137610,-0.427165,0.074816,-0.072768,-0.019606,-183.019023,0.020218,1.321323,-7.8452,-9.1665,-0.457133,0.098871,0.135325,-0.429137,0.073219,-0.074543,-0.019644
Xu29-7a-2a-minor,-3532.795565,0.000002,0.000016,0.000000,-0.190290,-0.037033,-0.153256,-0.279405,0.664789,0.259607,-0.560596,0.032623,-0.571246,-0.096545,-3532.795565,0.000292,0.003120,0.000000,-0.190290,-0.037033,-0.153256,-0.279404,0.664788,0.259607,-0.560596,0.032623,-0.571246,-0.096545,-1.000000,0.000004,0.000043,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3532.773426,0.005148,0.038376,0.000000,-0.191121,-0.037301,-0.153820,-0.335536,0.627959,0.217206,-0.543046,0.026219,-0.564381,-0.097891,-3532.774372,0.005185,0.039489,0.000000,-0.191058,-0.036368,-0.154691,-0.345456,0.640405,0.220754,-0.542747,0.026553,-0.560164,-0.097182,-3532.773920,0.005199,0.039239,0.000000,-0.191107,-0.036192,-0.154915,-0.337275,0.632601,0.216152,-0.543376,0.027303,-0.564692,-0.097451,-183.015431,0.000567,1.361734,-7.7692,-9.1309,-0.432716,0.108525,0.125859,-0.412751,0.080354,-0.074442,-0.020625,-183.015200,0.000659,1.344689,-7.7861,-9.1308,-0.429154,0.108663,0.125221,-0.412105,0.080729,-0.075044,-0.020412,-183.015479,0.018038,1.361737,-7.7692,-9.1309,-0.432723,0.108531,0.125860,-0.412754,0.080353,-0.074437,-0.020626,-183.015200,0.018377,1.344692,-7.7861,-9.1308,-0.429162,0.108669,0.125223,-0.412108,0.080727,-0.075035,-0.020414
Xu30-7a-2a-major,-3402.269682,0.000001,0.000009,0.000000,-0.186180,-0.025229,-0.160950,-0.243355,0.634781,0.240554,-0.565553,0.022929,-0.563201,0.136083,-3402.269682,0.000100,0.001222,0.000000,-0.186180,-0.025229,-0.160950,-0.243358,0.634782,0.240554,-0.565552,0.022928,-0.563200,0.136083,-191.097364,0.000002,0.000018,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3402.246157,0.005152,0.041964,0.000000,-0.186225,-0.025415,-0.160810,-0.348794,0.626595,0.234010,-0.548068,0.017965,-0.551945,0.137244,-3402.248006,0.005089,0.047052,0.000000,-0.187198,-0.030886,-0.156312,-0.321769,0.624374,0.255749,-0.556434,0.013737,-0.558267,0.119136,-3402.246849,0.005145,0.043250,0.000000,-0.185792,-0.025572,-0.160220,-0.349666,0.627872,0.230834,-0.548898,0.018198,-0.550839,0.136940,-191.097208,0.000350,2.117196,-6.5840,-8.7012,-0.471025,0.110965,0.115939,-0.414145,0.075312,-0.073849,-0.015939,-191.088500,0.000623,2.148612,-6.6803,-8.8289,-0.460080,0.125925,0.112858,-0.424578,0.068992,-0.073148,-0.015521,-191.097242,0.015036,2.117168,-6.5840,-8.7012,-0.471025,0.110968,0.115938,-0.414148,0.075310,-0.073845,-0.015936,-191.088500,0.020006,2.148589,-6.6803,-8.8289,-0.460086,0.125923,0.112859,-0.424578,0.069004,-0.073155,-0.015531
Xu30-7a-2a-minor,-3402.273051,0.000002,0.000021,0.000000,-0.186446,-0.026826,-0.159620,-0.319572,0.703117,0.258081,-0.561872,0.028065,-0.565584,0.141034,-3402.273051,0.000059,0.000642,0.000000,-0.186446,-0.026826,-0.159620,-0.319573,0.703116,0.258081,-0.561871,0.028065,-0.565584,0.141033,-191.094934,0.000002,0.000012,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3402.251752,0.004779,0.036564,0.000000,-0.186711,-0.028695,-0.158017,-0.368230,0.668020,0.217785,-0.543282,0.023997,-0.565136,0.137961,-3402.251295,0.004795,0.038505,0.000000,-0.187787,-0.027041,-0.160745,-0.364161,0.693747,0.230403,-0.550385,0.026626,-0.560503,0.133341,-3402.251735,0.004783,0.036656,0.000000,-0.186569,-0.028466,-0.158103,-0.367587,0.669117,0.217997,-0.543446,0.024798,-0.565400,0.136727,-191.094930,0.000660,2.014327,-6.7367,-8.7510,-0.452980,0.125205,0.108058,-0.418937,0.076872,-0.073006,-0.016210,-191.091962,0.000753,1.988677,-6.7373,-8.7260,-0.436010,0.129650,0.111112,-0.419293,0.080006,-0.075729,-0.015801,-191.094971,0.016454,2.014336,-6.7367,-8.7510,-0.452980,0.125209,0.108058,-0.418942,0.076869,-0.072997,-0.016207,-191.091962,0.021524,1.988577,-6.7374,-8.7260,-0.436010,0.129656,0.111112,-0.419291,0.080020,-0.075743,-0.015809
